Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,Column2,D,Direct Emitter
Packaging Corporation of America,1007867,Counce,TN,38326,HWY 57,Hardin,35.0442,-88.2652,322130,"AA,C,TT","Pulp and Paper,Waste",271719.296,227828.8,32141.25,11749.246,,,,,,,,,1642719.5,160744.366,,,,,,,,,,,,,,,,,,,,,81813.18,,,,,,,,,29161.75,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pactiv LLC,1004260,Bolingbrook,IL,60440,460 GIBRALTER DR,Will,41.68611,-88.05096,326140,C,Other,30954.584,30922.8,14.5,17.284,,,,,,,,,,30954.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Paddys Run,1001585,Louisville,KY,40211,4512 Bells Lane,Jefferson,38.2147,-85.8453,221112,"C,D",Power Plants,90303.016,90211.5,41.75,49.766,,,,,,,,,,255.3,90047.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Paducah Power Systems Plant 1,1000502,Paducah,KY,42003,4801 SCHNEIDMAN ROAD,Mccracken,37.0339,-88.6161,221112,D,Power Plants,10253.712,10243.3,4.75,5.662,,,,,,,,,,,10253.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Palailai Landfill,1004803,Kapolei,HI,96707,91-402 Farrington Highway,Honolulu,21.349145,-158.064955,562212,"C,HH",Waste,32700.45,10.2,32690.25,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,32690.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach Renewable Energy Park (PBREP),1007820,West Palm Beach,FL,33412,7501 N. JOG ROAD,Palm Beach,26.7717,-80.1416,562212,"C,HH",Waste,784070.116,376328.3,396263.75,11478.066,,,,,,,,,502152.8,395134.616,,,,,,,,,,,,,,,,,,,,,,,,,,,388935.5,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Palo Duro Gas Processing Facility,1011278,Loving,NM,88256,827 Bounds Road,Eddy,32.262797,-104.144584,211111,"C,W-PROC",Petroleum and Natural Gas Systems,12385.136,11162.8,1220.25,2.086,,,,,,,,,,3541.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Palomar Energy Center,1000410,Escondido,CA,92029,2300 Harveson Place,San Diego,33.1192,-117.118,221112,D,Power Plants,1151923.632,1150754.2,533.5,635.932,,,,,,,,,,,1151923.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Pampa Fuels, LLC",1011907,Pampa,TX,79065,8201 FM 2300,,,,325199,"C,X",Chemicals,45121.176,45087.2,15.5,18.476,,,,,,,,,,32929.576,,,,,,,,,,,,,,,,,,12191.6,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Panda Sherman Power, LLC",1011453,Sherman,TX,75092,510 Progress Dr,Grayson,33.580992,-96.615264,221112,"C,D",Power Plants,1310393.844,1309063.3,607,723.544,,,,,,,,,,3569.236,1306824.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Panda Temple Power Station,1011554,Temple,TX,76501,2892 Panda Drive,Bell,31.058472,-97.316618,221112,"C,D",Power Plants,2699137.6,2696397.6,1250,1490,,,,,,,,,,4466.984,2694670.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Panoche Energy Center,1000546,Firbaugh,CA,93662,43883 WEST PANOCHE ROAD,Fresno,36.6513,-120.5833,221112,D,Power Plants,434853.288,434411.6,201.5,240.188,,,,,,,,,,,434853.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Panola Compressor Station,1003287,Carthage,TX,75633,,Panola,32.205187,-94.153666,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,45402.642,41615.6,3763.5,23.542,,,,,,,,,,41654.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Panther Creek Energy Facility,1001252,Nesquehoning,PA,18240,4 DENNISON ROAD,Carbon,40.8556,-75.8781,221112,C,Power Plants,716391.504,711564.4,1765.75,3061.354,,,,,,,,,,716391.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Paradise,1005830,Drakesboro,KY,42337,13246 STATE ROUTE 176/STE 10,Muhlenberg,37.2608,-86.9783,221112,"C,D",Power Plants,1.21E+07,1.20E+07,35350.075,61290.852,,,,,,,,,,131.923,1.21E+07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Paradise Compressor Station,1004598,Boulder,WY,82941,,Sublette,42.683889,-109.807778,211111,C,Petroleum and Natural Gas Systems,97080.44,96981.8,45,53.64,,,,,,,,,,97080.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Paradise Mine,1010173,Bremen,KY,42325,297-A State Route 2551,Muhlenberg,37.35344,-87.23663,212112,FF,Other,230276.25,,230276.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230276.25,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Paris,1001108,Union Grove,WI,53182,335 NORTH 172ND AVE,Kenosha,42.6658,-88.0131,221112,D,Power Plants,93320.604,93225.8,43.25,51.554,,,,,,,,,,,93320.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Paris Energy Center,1000472,Paris,TX,75460,301 LAKE CROOK ROAD,Lamar,33.6968,-95.5577,221112,D,Power Plants,250555.772,250301.5,116,138.272,,,,,,,,,,,250555.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Paris Landfill,1007853,Powderly,TX,75473,3100 Country Road 33900,Lamar,33.7781,-95.5682,562212,"C,HH",Waste,54206.05,242.8,53963.25,,,,,,,,,,,242.8,,,,,,,,,,,,,,,,,,,,,,,,,,,53963.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Parkway Mine,1007167,Central City,KY,42330,2800 River Haul Road,Muhlenberg,37.289444,-87.0525,212112,FF,Other,40966.75,,40966.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40966.75,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Parkwood Mine,1011206,Shelocta,PA,15774,785 Overview Drive,Indiana,40.661143,-79.323626,212112,FF,Other,25460,,25460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25460,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Parrot Compressor Station,1010572,Fort Worth,TX,76118,7092 Enterprise Ave.,Tarrant,32.786413,-97.227419,211111,C,Petroleum and Natural Gas Systems,26238.652,26211.8,12.25,14.602,,,,,,,,,,26238.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pasadena Plant,1009064,Pasadena,TX,77503,3003 State Highway 225,Harris,29.694534,-95.158846,325199,C,Chemicals,42585.006,42485.1,33.75,66.156,,,,,,,,,,42585.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pasadena Power Plant,1001300,Pasadena,TX,77506,955 PHILLIPS ROAD,Harris,29.7233,-95.1769,221112,"C,D",Power Plants,1801784.872,1799955.1,834.75,995.022,,,,,,,,,,20990.92,1780793.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pastoria Energy Facility,1000133,Lebec,CA,93243,39789 EDMONSTON PUMPING PLANT,Kern,34.9556,-118.844,221112,D,Power Plants,1836699.412,1834894.3,823.5,981.612,,,,,,,,,,,1836699.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Patheon Manufacturing Services LLC/ DSM DYNEEMA,1001771,Greenville,NC,27834,5900 NORTHWEST GREENVILLE BOULEVARD,Pitt,35.659766,-77.358783,325412,C,Chemicals,38598.126,38552.7,19.5,25.926,,,,,,,,,,38598.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Draw Gas Plant,1001866,Green River,WY,82935,,Sweetwater,41.5786,-108.5201,211111,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",210675.118,204079.4,6509,86.718,,,,,,,,,,140780.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Paulsboro Refining Company LLC,1007844,Paulsboro,NJ,8066,800 BILLINGSPORT ROAD,Gloucester,39.84,-75.2583,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1709216.416,1694333.8,8366.25,6516.366,,,,,,,,,,1157505.08,,,,,,,,,,,9777,,,,,,,,541934.336,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pawnee,1001048,Brush,CO,80723,14940 County Road 24,Morgan,40.2217,-103.6803,221112,"C,D",Power Plants,4119009.472,4097440.3,1077.5,20491.672,,,,,,,,,,1991.992,4117017.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pear Tree Compressor Station,1007938,Pangburn,AR,72121,280 Snowden Rd,White,35.371154,-91.793993,211111,C,Petroleum and Natural Gas Systems,21366.02,21344.1,10,11.92,,,,,,,,,,21366.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Compressor Station,1010833,Greenfield,OK,73043,"35.7263, -98.5038",Blaine,35.732414,-98.374572,211111,C,Petroleum and Natural Gas Systems,12696.952,12683.8,6,7.152,,,,,,,,,,12696.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pechanga Resort and Casino,1010424,Temecula,CA,92593,45000 Pechanga Parkway,Riverside,33.454755,-117.10145,721120,C,Other,24299.408,24274.2,11.5,13.708,,,,,,,,,,24299.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Peco Foods Inc,1010046,Sebastopol,MS,39359,15292 Highway 21 South,Neshoba,32.5749,-89.32429,311615,"C,II","Other,Waste",35044.646,812.8,34231.25,0.596,,,,,,,,,,813.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,34230.75,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pecos Gas Processing Plant,1011930,Pecos,TX,79772,473 CR 118,Reeves,31.39066,-103.48953,211112,"C,W-PROC",Petroleum and Natural Gas Systems,52294.61,37711.5,14562.25,20.86,,,,,,,,,,37241.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pedricktown Cogeneration Plant,1001202,Pedricktown,NJ,8067,143 HIGHWAY 130,Salem,39.7661,-75.4242,221112,"C,D",Power Plants,124789.238,124663.9,56.5,68.838,,,,,,,,,,717.948,124071.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,1010193,Comfort,WV,25049,235 Joes Branch Road,Boone,38.108776,-81.570611,212112,FF,Other,22947.75,,22947.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22947.75,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pelican Processing Plant,1003185,Patterson,LA,70392,3609 Hwy 90 W Lot 1,Saint Mary,29.713006,-91.308369,211112,"C,W-PROC",Petroleum and Natural Gas Systems,34865.224,33348.7,1497.75,18.774,,,,,,,,,,30561.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Penn State - University Park,1001751,University Park,PA,16802,101P Physical Plant Building,Centre,40.813761,-77.858613,611310,C,Other,136983.536,136532.8,173,277.736,,,,,,,,,229.9,136983.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pennsauken Sanitary Landfill,1000429,Pennsauken,NJ,8110,9600 RIVER ROAD,Camden,39.9889,-75.0417,562212,"C,HH",Waste,74329.05,32.8,74296.25,,,,,,,,,,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,74296.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Pennsylvania Grain Processing, LLC",1003637,Clearfield,PA,16830,250 Technology Drive,Clearfield,41.02828,-78.42462,325193,"C,II","Other,Waste",173227.736,172857.8,271,98.936,,,,,,,,,516.6,173038.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.75,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Peno Creek Energy Center,1000151,Bowling Green,MO,63334,16303 PIKE 43,Pike,39.3531,-91.2295,221112,D,Power Plants,34364.276,34330.3,15.5,18.476,,,,,,,,,,,34364.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Perdue Georgetown Processing Plant,1009512,Georgetown,DE,19947,20621 Savannah Road,Sussex,38.702389,-75.383139,311615,"C,II","Other,Waste",66584.376,7017.8,59563,3.576,,,,,,,,,,7024.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,59560,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Perdue Grain and Oilseed, LLC",1002715,Salisbury,MD,21802,7036 Zion Church Road,Wicomico,38.384765,-75.527107,311119,C,Other,37822.208,37783.3,17.75,21.158,,,,,,,,,,37822.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Perkins,1004473,Stillwater,OK,74075,2417 North Marine Drive,Payne,35.946388,-97.071357,562212,HH,Waste,22251.75,,22251.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22251.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Perla-Duke Compressor Station,1001941,Gillette,WY,82716,,Johnson,43.935,-106.0688,211111,C,Petroleum and Natural Gas Systems,8869.816,8860.5,4.25,5.066,,,,,,,,,,8869.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Permian Basin,1007155,Monahans,TX,79756,600 NORTH YUCCA DR,Ward,31.5839,-102.9636,221112,C,Power Plants,6137.126,6130.8,2.75,3.576,,,,,,,,,,6137.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Perryman,1000644,Perryman,MD,21130,900 CHELSEA ROAD,Harford,39.4422,-76.2208,221112,D,Power Plants,247921.04,247642.1,121,157.94,,,,,,,,,,,247921.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Perryville Compressor Station,1003298,Bastrop,LA,71220,2589 Highway 554,Morehouse,32.705688,-92.004677,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,18537.852,13012.7,5518,7.152,,,,,,,,,,13019.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Perryville Power Station,1007305,Sterlington,LA,71280,11140 HWY 165 N,Ouachita,32.6914,-92.0192,221112,"C,D",Power Plants,1459173.992,1457692.2,676,805.792,,,,,,,,,,3899.336,1455274.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Perulack,1006782,East Waterford,PA,17021,3318 Pumping Station Rd.,Juniata,40.35523,-77.65418,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,99846.492,81558.1,18242.5,45.892,,,,,,,,,,81621.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pet Coke/Coal Fired Energy Generating Facility,1009496,Point Comfort,TX,77978,988 FM1593 South,Calhoun,28.649752,-96.539848,221112,C,Power Plants,445920.42,445460.1,210,250.32,,,,,,,,,,445920.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania General Energy Company LLC,1008882,Warren,PA,16365,120 Market Street,Warren,41.8451,-79.14536,211111,"C,W-ONSH",Petroleum and Natural Gas Systems,28908.692,28879.1,13.5,16.092,,,,,,,,,,28908.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Petersburg,1001536,Petersburg,IN,47567,6925 NORTH STATE ROAD 57,Pike,38.5267,-87.2525,221112,D,Power Plants,9323856.016,9249149.4,27327,47379.616,,,,,,,,,,,9323856.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
"Petro-Hunt, L.L.C.",1003045,Killdeer,ND,58640,813 123RD AVENUE SOUTHWEST,Billings,47.2975,-103.0975,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",34418.296,32977.3,1425.5,15.496,,,,,,,,,,27377.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pfizer,1006941,Groton,CT,6340,445 EASTERN POINT ROAD,New London,41.3319,-72.0792,541711,C,Other,101483.39,101353.9,53.5,75.99,,,,,,,,,,101483.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pfizer,1004343,Andover,MA,1810,1 BURTT RD.,Essex,42.61442,-71.16983,325414,C,Chemicals,47848.928,47801.8,21.5,25.628,,,,,,,,,,47848.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pheasant Run Recycling and Disposal Facility,1007726,Bristol,WI,53104,19414 60th Street,Kenosha,42.582793,-88.043889,562212,"C,HH",Waste,38174.56,669.6,37350,154.96,,,,,,,,,42793.4,890.56,,,,,,,,,,,,,,,,,,,,,,,,,,,37284,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Phil Sporn,1000969,New Haven,WV,25265,3567 Graham Station Rd,Mason,38.9669,-81.9231,221112,"C,D",Power Plants,557803.198,553433,1598.5,2771.698,,,,,,,,,,648.34,557154.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia Refinery,1001261,Philadelphia,PA,19145,3144 PASSYUNK AVENUE,Philadelphia,39.9058,-75.2122,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",3110036.696,3093305.8,8505.5,8225.396,,,,,,,,,,1701048.632,,,,,,,,,,,,,,,,,,,1408988.064,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Philip Morris USA,1003707,Richmond,VA,23234,3601 Commerce Road,Richmond City,37.473167,-77.42949,312221,C,Other,46215.828,46168.7,21.5,25.628,,,,,,,,,,46215.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Philips Lighting Co.,1010530,Salina,KS,67401,3811 S. 9th Street,Saline,38.767501,-97.613043,335110,"C,N",Minerals,32087.896,32059.4,13,15.496,,,,,,,,,,27359.496,,,,,,,,,4728.4,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Phillips 66 BAYWAY REFINERY,1004305,Linden,NJ,7036,1400 PARK AVE,Union,40.6365,-74.2199,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",2605821.378,2596980.7,3235,5605.678,,,,,,,,,,843146.122,,,,,,,,,,,146426.5,,,,,,,,1616248.756,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Phillips 66 Los Angeles Refinery - Carson Plant,1001964,Carson,CA,90745,1520 EAST SEPULVEDA BOULEVARD,Los Angeles,33.8048,-118.2431,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",913703.148,910063.8,1560.5,2078.848,,,,,,,,,,596272.652,,,,,,,,,,,287656.8,,,,,,,,29773.696,,,,,,,,,,,,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,
Phillips 66 Los Angeles Refinery - Wilmington Plant,1006843,Wilmington,CA,90744,1660 WEST ANAHEIM STREET,Los Angeles,33.774469,-118.290696,324110,"C,P,PP,Y","Chemicals,Refineries,Suppliers of CO2",1909865.084,1903395.6,2980.5,3488.984,,,,,,,,,,998391.864,,,,,,,,,,,480499.1,,,,,,,,430974.12,,,,,,,,,,,,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,
Phillips 66 Ponca City Refinery,1001920,Ponca City,OK,74601,1000 South Pine,Kay,36.68807,-97.08786,324110,"C,MM-REF,P,Y","Chemicals,Petroleum Product Suppliers,Refineries",1839018.918,1828122.4,5639.5,5257.018,,,,,,,,,,1124265.992,,,,,,,,,,,175844.1,,,,,,,,538908.826,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Phillips Mountain CPF-1,1003932,Cleveland,AR,72030,3774 Hwy 287,Conway,35.374377,-92.705543,213112,C,Petroleum and Natural Gas Systems,26291.152,26264.3,12.25,14.602,,,,,,,,,,26291.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Phillips Mountain CPF-2,1008064,Cleveland,AR,72030,3649 Highway 124,Conway,35.408634,-92.667296,213112,C,Petroleum and Natural Gas Systems,23155.012,23130.9,11,13.112,,,,,,,,,,23155.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pickles Butte Sanitary Landfill,1000783,Nampa,ID,83686,15500 Missouri Ave,Canyon,43.4929,-116.7045,562212,HH,Waste,88650.75,,88650.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88650.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Picway,1000846,Lockbourne,OH,43137,US 23,Pickaway,39.7933,-83.0097,221112,D,Power Plants,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pike CPF-1,1008065,Hattieville,AR,72063,3044 Hwy. 287,Conway,35.326053,-92.678493,213112,C,Petroleum and Natural Gas Systems,50216.46,50164.4,23.75,28.31,,,,,,,,,,50216.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pike Co. Landfill,1004347,Varney,KY,41571,635 Ford Mountian Road,Pike,37.573429,-82.449911,562212,HH,Waste,35884,,35884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35884,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pilgrim's Pride Corporation Moorefield WV,1011751,Moorefield,WV,26836,129 Potomac Ave,Hardy,39.059284,-78.97118,311615,C,Other,33790.472,33755.4,16,19.072,,,,,,,,,,33790.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Pilkington North America, Inc.",1002499,Rossford,OH,43460,140 DIXIE HIGHWAY,Wood,41.617626,-83.555237,327211,"C,N",Minerals,189179.658,189031.4,67.5,80.758,,,,,,,,,,143251.058,,,,,,,,,45928.6,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pinckneyville Power Plant,1001362,Pinckneyville,IL,62274,4646 WHITE WALNUT ROAD,Perry,38.1114,-89.3467,221112,"C,D",Power Plants,32483.88,32451,15,17.88,,,,,,,,,,839.796,31644.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pine Belt Regional Solid Waste Management Authority,1010773,Ovett,MS,39464,5274 Highway 29,Perry,31.408633,-89.086783,562212,HH,Waste,106829.75,,106829.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106829.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pine Bluff Energy Center,1007025,Pine Bluff,AR,71601,5301 FAIRFIELD ROAD,Jefferson,34.2181,-91.9025,221112,"C,D",Power Plants,704376.54,703661.4,326.25,388.89,,,,,,,,,,9738.264,694638.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
