Facility Name,Facility Id,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,Column2,D,Direct Emitter
Pine Prairie Energy Center,1003092,Ville Platte,LA,70586,1680 Ambrose Rd.,Evangeline,30.74537,-92.43245,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,31210.384,29943.6,1249.5,17.284,,,,,,,,,,29973.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pinedale Complex,1002429,Boulder,WY,82923,820 Paradise Road,Sublette,42.638749,-109.473507,211111,C,Petroleum and Natural Gas Systems,111800.528,111684.9,52.75,62.878,,,,,,,,,,111800.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pinehill Landfill,1006227,Kilgore,TX,75603,1102 Landfill Road,Gregg,32.447077,-94.830012,562212,"C,HH",Waste,62810.45,0.2,62810.25,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,62810.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pinelawn Power,1000456,West Babylon,NY,11704,380 PATTON AVE,Suffolk,40.7358,-73.3881,221112,D,Power Plants,87694.166,87593.7,43.25,57.216,,,,,,,,,,,87694.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pines Compressor Station,1009833,Shreveport,LA,71129,10999 Springridge-Greenwood Rd.,Caddo,32.37479,-93.916459,211111,C,Petroleum and Natural Gas Systems,21480.92,21459,10,11.92,,,,,,,,,,21480.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pineview Landfill,1002646,Dora,AL,35062,2730 Bryan Road,Jefferson,33.73069,-87.046673,562212,HH,Waste,47161.75,,47161.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47161.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pink Compressor Station,1008162,Pinktecumseh,OK,74873,20155 Old Barn Rd.,Pottawatomie,35.274808,-97.115591,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,37701.662,36480.1,1201,20.562,,,,,,,,,,36516.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Crossing Landfill,1011037,Birdsboro,PA,19508,727 Red Lane Rd,Berks,40.27376,-75.81392,562212,HH,Waste,31012.5,,31012.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31012.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Cryogenic Plant,1005029,Opal,WY,83124,,Lincoln,41.781944,-110.332778,211111,"C,W-PROC",Petroleum and Natural Gas Systems,44716.582,43521.3,1170.25,25.032,,,,,,,,,,36972.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Generating Station,1011315,Williston,ND,58801,5639 151st Ave NW,Williams,48.231996,-103.95202,221112,D,Power Plants,105080.06,104973.2,48.75,58.11,,,,,,,,,,,105080.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pitt County Landfill,1010987,Greenville,NC,27834,3025 Landfill Road,Pitt,35.598004,-77.427323,562212,HH,Waste,34076.5,,34076.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34076.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburg Generating Station (CA),1001441,Pittsburg,CA,94565,696 W 10TH ST,Contra Costa,38.0392,-121.894,221112,"C,D",Power Plants,126886.38,126757.6,58.75,70.03,,,,,,,,,,250.4,126635.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pittsfield Generating,1005731,Pittsfield,MA,1201,235 MERRILL ROAD,Berkshire,42.4564,-73.2181,221112,"C,D",Power Plants,124826.776,124678.5,62.75,85.526,,,,,,,,,,1840.144,122986.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Pixley Cogen Partners, LLC",1004685,Pixley,CA,93256,11518 Road 120,Tulare,36.000833,-119.302222,221112,C,Power Plants,58943.178,58871.9,30.75,40.528,,,,,,,,,2026,58943.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Plant H. Allen Franklin,1001163,Smiths,AL,36877,6109 LEE ROAD 249,Lee,32.6094,-85.0961,221112,D,Power Plants,4047463.052,4043353.6,1874.75,2234.702,,,,,,,,,,,4047463.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Plant Rowan County,1001153,Salisbury,NC,28147,5755 NC HWY 801,Rowan,35.7325,-80.6019,221112,"C,D",Power Plants,1119667.038,1118527.9,519,620.138,,,,,,,,,,626.348,1119040.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Plant X,1006577,Earth,TX,79031,5M S OF EARTH ON FM RD 1055,Lamb,34.1661,-102.4114,221112,"C,D",Power Plants,485986.552,485493.9,224.75,267.902,,,,,,,,,,2.9,485983.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Plaquemine Cogen Facility,1000816,Plaquemine,LA,70765,21255 HIGHWAY 1,Iberville,30.3215,-91.2392,325199,D,Power Plants,2757615.888,2753236.7,1717.75,2661.438,,,,,,,,,,,2757615.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Plaquemine NGL Fractionation Plant,1011705,Plaquemine,LA,70764,60995 Derrick Road,Iberville,30.235504,-91.238382,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",124761.08,124632.3,58.75,70.03,,,,,,,,,,124757.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Plateville Compressor Station,1006880,Brighton,CO,80601,,Weld,40.2235,-104.7196,211111,"C,W-PROC",Petroleum and Natural Gas Systems,49462.212,45059.9,4381.75,20.562,,,,,,,,,,36806.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Platform Gail,1003578,Offshore California,CA,0,,,34.125,-119.4003,211111,"C,W-OFFSH",Petroleum and Natural Gas Systems,72116.938,67198.5,4715.5,202.938,,,,,,,,,,66564.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Platte,1007597,Grand Island,NE,68801,1035 W. Wildwood Drive,Hall,40.8538,-98.3481,221112,"C,D",Power Plants,620096.184,616945.7,183,2967.484,,,,,,,,,,1.4,620094.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Hill Energy Center,1001079,Pleasant Hill,IA,50317,3191 SE 45 ST,Polk,41.5572,-93.5242,221112,"C,D",Power Plants,11964.304,11951.7,5.75,6.854,,,,,,,,,,5574.628,6389.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Hill Gas Treating Facility,1009090,Pelican,LA,71063,4827 Louisiana Highway 177,De Soto,31.881015,-93.466108,211111,"C,W-PROC",Petroleum and Natural Gas Systems,3059.842,1078.4,1980.25,1.192,,,,,,,,,,961.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Prairie,1006632,Pleasant Prairie,WI,53158,8000 95TH ST,Kenosha,42.5381,-87.9033,221112,"C,D",Power Plants,7568680.84,7528972.8,1979.75,37728.29,,,,,,,,,,3353.588,7565327.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Valley Station,1001165,Dexter,MN,55926,68435 310TH ST,Mower,43.7997,-92.6819,221112,"C,D",Power Plants,40665.08,40620,19.75,25.33,,,,,,,,,,0.3,40664.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pleasants Compressor Station,1009779,Cameron,WV,26033,478 Robinson Ridge Lane,Marshall,39.732436,-80.673815,211111,C,Petroleum and Natural Gas Systems,44980.88,44934.3,21.25,25.33,,,,,,,,,,44980.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Pleasants Energy, LLC",1006933,Saint Marys,WV,26170,10319 SOUTH PLEASANTS HIGHWAY,Pleasants,39.3328,-81.3639,221112,D,Power Plants,557173.024,556585.8,263,324.224,,,,,,,,,,,557173.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pleasants Power Station,1001001,Willow Island,WV,26134,#1 POWER STATION BLVD,Pleasants,39.3668,-81.2944,221112,"C,D",Power Plants,6658703.848,6623780,1741.25,33182.598,,,,,,,,,,2421.44,6656282.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Plum Creek,1004292,Columbia Falls,MT,59912,500  12th Ave West,Flathead,48.37339,-114.19732,321219,C,Other,36130.308,33248,425,2457.308,,,,,,,,,213224,36130.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Plum Point Energy Station,1000539,Osceola,AR,72370,2732A CR 623,Mississippi,35.6626,-89.9469,221112,"C,D",Power Plants,3835772.048,3804998.5,11254.25,19519.298,,,,,,,,,,124.648,3835647.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth Energy LLC,1007529,Merrill,IA,51038,22234 K42,Plymouth,42.732855,-96.252702,325193,C,Other,76616.012,76537.1,36,42.912,,,,,,,,,,76616.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Pocahontas Coal Company, LLC - Affinity Mine",1011471,Sophia,WV,25921,111 Affinity Complex Road,Raleigh,37.70535,-81.226891,212112,FF,Other,159650,,159650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159650,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Polar Semiconductor LLC,1009807,Bloomington,MN,55425,2800 E Old Shakopee Rd,Hennepin,44.85312,-93.2301,334413,"C,I",Other,86092.04114,2177.7,1,2166.162,6158.28,67875.45914,3720.96,3842.48,150,,,,,2179.892,,,,,,83912.14914,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Poletti 500 MW CC,1000467,Astoria,NY,11105,31 03 20TH AVE,Queens,40.7881,-73.9056,221112,D,Power Plants,1171231.77,1169949.1,563,719.67,,,,,,,,,,,1171231.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Polk,1001100,Mulberry,FL,33860,9995 STATE ROAD 37 SOUTH,Polk,27.7286,-81.9897,221112,"C,D",Power Plants,1364845.616,1364194.052,296.7024088,354.8612712,,,,,,,,,,430.036011,1364415.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Polk County - North Central Landfill,1006859,Winter Haven,FL,33880,10 Environmental Loop south,Polk,28.012621,-81.841865,562212,"C,HH",Waste,344931.598,157.3,344774,0.298,,,,,,,,,,157.848,,,,,,,,,,,,,,,,,,,,,,,,,,,344773.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Ponca,1001513,Ponca City,OK,74601,1420 N UNION,Kay,36.7205,-97.0868,221112,"C,D",Power Plants,13921.796,13907,6.75,8.046,,,,,,,,,,2.6,13919.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Ponca City Landfill,1002729,Ponca City,OK,74601,2501 West Riverview,Kay,36.637594,-97.114139,562212,HH,Waste,41836.5,,41836.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41836.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Ponce Landfill,1004774,Ponce,PR,731,,Ponce,18.100065,-66.62008,562212,HH,Waste,62856.75,,62856.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62856.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pond Creek No. 1 Mine,1010198,Marion,IL,62959,16468 Liberty School Road,Williamson,37.83463,-88.83489,212112,FF,Other,504230.5,,504230.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504230.5,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Ponderosa Compressor Station,1006786,Vernal,UT,84078,,Uintah,40.087956,-109.452266,211111,C,Petroleum and Natural Gas Systems,40159.448,40117.8,19,22.648,,,,,,,,,,40159.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Port Allen Complex,1005031,Port Allen,LA,70767,11224 HWY 190,West Baton Rouge Parish,30.52663,-91.38291,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",99427.622,97463.8,1907.5,56.322,,,,,,,,,,76251.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Port Everglades,1001484,Fort Lauderdale,FL,33316,8100 EISENHOWER BOULEVARD,Broward,26.0856,-80.1253,221112,"C,D",Power Plants,58283.144,58194.6,35.5,53.044,,,,,,,,,,6917.924,51365.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Port Inland Plant,1002725,Gulliver,MI,49840,181 W County Road 432,Schoolcraft,45.969109,-85.983939,327410,"C,S",Minerals,229221.974,228499.4,264.25,458.324,,,,,,,,,,93114.474,,,,,,,,,,,,,,136107.5,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Port Jefferson Energy Center,1005784,Port Jefferson,NY,11777,BEACH ST,Suffolk,40.9503,-73.0786,221112,"C,D",Power Plants,364673.558,364121.3,210.75,341.508,,,,,,,,,,4558.932,360114.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Port Washington Generating Station,1006630,Port Washington,WI,53074,146 SOUTH WISCONSIN ST,Ozaukee,43.3842,-87.8689,221112,"C,D",Power Plants,1776059.368,1774255.9,822.75,980.718,,,,,,,,,,3525.836,1772533.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Port Westward,1000455,Clatskanie,OR,97016,81566 KALLUNKI RD,Columbia,46.1792,-123.1717,221112,"C,D",Power Plants,1070236.872,1069146.9,497.25,592.722,,,,,,,,,,205500.476,864736.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Portland,1000873,Portland,PA,18351,40897 RIVER RD,Northampton,40.91,-75.0789,221112,"C,D",Power Plants,3524.546,3513.5,3,8.046,,,,,,,,,,1954.672,1569.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Portside Energy,1000236,Portage,IN,46368,6290 US HWY 12,Porter,41.6317,-87.1728,221122,C,Power Plants,196785.86,196583.1,92.5,110.26,,,,,,,,,,196785.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Possum Point Power Station,1000966,Dumfries,VA,22026,19000 POSSUM POINT ROAD,Prince William,38.5367,-77.2806,221112,"C,D",Power Plants,1538614.386,1536610.3,810,1194.086,,,,,,,,,,8873.968,1529740.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Potter,1000665,Braintree,MA,2184,150 POTTER ROAD,Norfolk,42.235,-70.9672,221112,"C,D",Power Plants,21756.34,21728.7,11.25,16.39,,,,,,,,,,229.4,21526.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Potters Industries, Inc. - Apex, NC",1005725,Apex,NC,27539,820 Lufkin Road,Wake,35.71365,-78.83641,327215,C,Minerals,28267.544,28238.5,13.25,15.794,,,,,,,,,,28267.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Potters Industries, Inc. - Brownwood, TX",1006019,Brownwood,TX,76801,5650 HWY 279 N,Brown,31.78603,-99.09353,327215,C,Minerals,28069.944,28040.9,13.25,15.794,,,,,,,,,,28069.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Potters Industries, Inc. - Muscatine, IA",1006211,Muscatine,IA,52761,4907 55th Ave W Progress Park,Muscatine,41.36983,-91.11368,327215,C,Minerals,28872.592,28843,13.5,16.092,,,,,,,,,,28872.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Potters Industries, Inc. - Potsdam, NY",1005233,Potsdam,NY,13676,72 Reynolds Road,Saint Lawrence,44.729,-74.98,327215,C,Minerals,23266.412,23242.3,11,13.112,,,,,,,,,,23266.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pouch Terminal,1000113,Staten Island,NY,10305,143 EDGEWATER STREET,Richmond,40.6188,-74.069,221112,"C,D",Power Plants,35012.82,34977.2,16.25,19.37,,,,,,,,,,47.2,34965.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Power Lane Steam Plant,1000992,Greenville,TX,75401,4201 POWERLANE,Hunt,33.1707,-96.1264,221119,"C,D",Power Plants,30374.588,30343.9,14,16.688,,,,,,,,,2.5,4814.032,25560.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Powerton,1001521,Pekin,IL,61554,13082 EAST MANITO RD,Tazewell,40.5408,-89.6786,221112,"C,D",Power Plants,6371672.554,6322395.9,18024.5,31252.154,,,,,,,,,,1147.58,6370524.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Powhatan No. 6,1010107,Alledonia,OH,43902,56854 Pleasant Ridge Road,Belmont,39.914428,-80.980123,213113,FF,Other,238692,,238692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238692,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Creek,1001548,Cedar Rapids,IA,52404,3300 C ST SW,Linn,41.9439,-91.6386,221112,"C,D",Power Plants,926799.416,922117.6,244,4437.816,,,,,,,,,,298414.282,628385.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Eagle Mine,1011220,Cutler,IL,62238,7290 County Line Road,Perry,38.07191,-89.58914,212112,FF,Other,43900.25,,43900.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43900.25,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Pratt & Whitney, East Hartford",1001281,East Hartford,CT,6108,400 MAIN,Hartford,41.75,-72.6347,336412,"C,D",Power Plants,40610.378,40565,19.75,25.628,,,,,,,,,,40005.388,604.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pratt Energy LLC,1011656,Pratt,KS,67124,10333 NE 30th Street,Pratt,37.689654,-98.714758,325193,C,Other,52951.6,52896.8,25,29.8,,,,,,,,,,52951.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pratt Industries,1006994,Shreveport,LA,71115,10429 Richard Pratt Dr.,Caddo Parish,32.373611,-93.644167,322121,C,Pulp and Paper,110078.742,109956,54.5,68.242,,,,,,,,,1836.3,110078.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Pratt Paper (IN) LLC,1011979,Valparaiso,IN,46383,3050 Anthony Pratt Dr,Porter,41.48127,-87.03361,322121,C,Pulp and Paper,28870.892,28841.3,13.5,16.092,,,,,,,,,,28870.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Praxair Air Separation Facility,1004798,Hawkins,TX,75765,178 PR 7651,Wood,32.607498,-95.19722,325120,C,Chemicals,88554.464,88462.4,42,50.064,,,,,,,,,,88554.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Praxair Inc,1011900,Niagara Falls,NY,14304,4501 Royal Ave,Niagara,43.08683,-79.01033,325120,"C,P",Chemicals,25299.6,25299.6,,,,,,,,,,,,175.4,,,,,,,,,,,25124.2,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Praxair Inc.,1008991,Hemlock,MI,48626,12334 Geddes Road Bldg S-80 C/O Hemlock Semiconductor,Saginaw,43.4345,-84.16065,325120,P,Chemicals,25650.5,25650.5,,,,,,,,,,,,,,,,,,,,,,,25650.5,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Praxair Port Arthur #379,1011080,Port Arthur,TX,77641,1801 South Gulfway Drive,Jefferson,29.89028,-93.9368,325120,"C,P",Chemicals,1033957.476,1033937.2,9.25,11.026,,,,,,,,,,19874.776,,,,,,,,,,,1014082.7,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Praxair Port Arthur Facility,1002023,Port Arthur,TX,77641,2100 Houston Ave,Jefferson,29.879635,-93.952994,325120,P,Chemicals,721380.3,721380.3,,,,,,,,,,,,,,,,,,,,,,,721380.3,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Praxair, Inc.",1002608,Sulphur,LA,70664,4451 HWY 108 S,Calcasieu,30.139164,-93.526936,325120,P,Chemicals,563013.2,563013.2,,,,,,,,,,,,,,,,,,,,,,,563013.2,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
"Praxair, St. Charles Facility",1010879,Norco,LA,70079,"Post 2, Prospect & 40th Avenue",Saint Charles,30.00055,-90.39502,325120,"C,P",Chemicals,733597.216,733560.5,16.75,19.966,,,,,,,,,,35702.616,,,,,,,,,,,697894.6,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Presque Isle,1000680,Marquette,MI,49855,2701 LAKESHORE BOULEVARD NORTH,Marquette,46.5789,-87.395,221112,"C,D",Power Plants,2088026.974,2077053.8,546.75,10426.424,,,,,,,,,,178.1,2087848.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Prime No. 1 Mine,1006581,Maidsville,WV,26541,2141 Lazzelle Union Road,Monongalia,39.707929,-80.003381,212112,FF,Other,149994,,149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149994,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Prime Wheel Corporation,1010696,Gardena,CA,90248,17705 South Main Street,Los Angeles,33.86986,-118.27629,336399,C,Other,20293.624,20272.8,9.5,11.324,,,,,,,,,,20293.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Process Energy,1010091,Sidney,KY,41564,359 Rockhouse Fork,Pike,37.613017,-82.377917,212112,FF,Other,107820.25,,107820.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107820.25,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
Procter & Gamble Company - Ivorydale,1000186,Cincinnati,OH,45217,5201 SPRING GROVE AVE,Hamilton,39.1756,-84.5022,325611,C,Chemicals,183870.576,182535.9,489.25,845.426,,,,,,,,,,183870.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,
Procter & Gamble Manufacturing Co.,1011541,Pineville,LA,71360,3701 Monroe Highway,Rapides Parish,31.36786,-92.4099,325611,C,Chemicals,24326.408,24301.2,11.5,13.708,,,,,,,,,,24326.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,
